SetNumber,PartID,Quantity,Colour,Category,DesignID,PartName,ImageURL,SetCount
"75094-1",446001,5,"White","System",4460,"Roof Tile 1X2X3/73°","http://cache.lego.com/media/bricks/5/2/446001.jpg",78
"75094-1",447701,2,"White","System",4477,"Plate 1X10","http://cache.lego.com/media/bricks/5/2/447701.jpg",172
"75094-1",474001,4,"White","System",4740,"Parabola Ø16","http://cache.lego.com/media/bricks/5/2/474001.jpg",164
"75094-1",608101,2,"White","System",6081,"Brick W. Bow 4X1X1 1/3","http://cache.lego.com/media/bricks/5/2/608101.jpg",46
"75094-1",654101,40,"White","System",6541,"Technic Brick 1X1","http://cache.lego.com/media/bricks/5/2/654101.jpg",97
"75094-1",3200001,8,"White","System",32000,"Brick 1X2 M. 2 Holes Ø 4,87","http://cache.lego.com/media/bricks/5/2/3200001.jpg",72
"75094-1",4113261,2,"White","System",3245,"Brick 1X2X2","http://cache.lego.com/media/bricks/5/2/4113261.jpg",166
"75094-1",4160857,3,"White","System",41769,"Right Plate 2X4 W/Angle","http://cache.lego.com/media/bricks/5/2/4160857.jpg",132
"75094-1",4161326,3,"White","System",41770,"Left Plate 2X4 W/Angle","http://cache.lego.com/media/bricks/5/2/4161326.jpg",141
"75094-1",4168072,2,"White","System",3029,"Plate 4X12","http://cache.lego.com/media/bricks/5/2/4168072.jpg",47
"75094-1",4179580,4,"White","System",43898,"Parabolic Reflector Ø24X6,4","http://cache.lego.com/media/bricks/5/2/4179580.jpg",74
"75094-1",4208987,3,"White","System",47397,"Left Plate W. Angle 3X12","http://cache.lego.com/media/bricks/5/2/4208987.jpg",36
"75094-1",4209005,3,"White","System",47398,"Right Plate W. Angle 3X12","http://cache.lego.com/media/bricks/5/2/4209005.jpg",34
"75094-1",4212145,1,"White","System",4161,"Roof Tile 3X3/25°","http://cache.lego.com/media/bricks/5/2/4212145.jpg",4
"75094-1",4215714,3,"White","System",30249,"Roof Tile 1X6X5","http://cache.lego.com/media/bricks/5/2/4215714.jpg",9
"75094-1",4243812,2,"White","System",3031,"Plate 4X4","http://cache.lego.com/media/bricks/5/2/4243812.jpg",164
"75094-1",4249506,4,"White","System",51739,"Plate 2X4X18°","http://cache.lego.com/media/bricks/5/2/4249506.jpg",89
"75094-1",4256095,1,"White","System",50304,"Right Plate 3X8 W/Angle","http://cache.lego.com/media/bricks/5/2/4256095.jpg",49
"75094-1",4256097,1,"White","System",50305,"Left Plate 3X8 W/Angle","http://cache.lego.com/media/bricks/5/2/4256097.jpg",52
"75094-1",4278271,6,"White","System",2654,"Slide Shoe Round 2X2","http://cache.lego.com/media/bricks/5/2/4278271.jpg",97
"75094-1",4289534,4,"White","System",41531,"Turbine Ø31.81 X 2","http://cache.lego.com/media/bricks/5/2/4289534.jpg",24
"75094-1",4500878,2,"White","System",30586,"Plate 2X8 W/Gliding Groove","http://cache.lego.com/media/bricks/5/2/4500878.jpg",21
