SetNumber,PartID,Quantity,Colour,Category,DesignID,PartName,ImageURL,SetCount
"75095-1",6093859,12,"Medium Stone Grey","System",15672,"Roof Tile 1X2 45° W 1/3 Plate","http://cache.lego.com/media/bricks/5/2/6093859.jpg",29
"75095-1",6094067,8,"Medium Stone Grey","System",3228,"Straight Rail","http://cache.lego.com/media/bricks/5/2/6094067.jpg",1
"75095-1",6102769,8,"Medium Stone Grey","System",19954,"Hinge Plate 1X2","http://cache.lego.com/media/bricks/5/2/6102769.jpg",40
"75095-1",6118827,4,"Medium Stone Grey","System",21731,"Angle Plate 1X2 / 2X4","http://cache.lego.com/media/bricks/5/2/6118827.jpg",39
"75095-1",6168633,2,"Medium Stone Grey","System",28809,"Plate 1X2 W. Horizontal Hole Ø4,85 Rev.","http://cache.lego.com/media/bricks/5/2/6168633.jpg",83
"75095-1",4211658,8,"Medium Stone Grey","System (Figure Part)",30377,"Space Skeleon Arm","http://cache.lego.com/media/bricks/5/2/4211658.jpg",68
"75095-1",6052205,2,"Medium Stone Grey","System (Printed Part)",74405,"Flat Tile 2X2, Round 'Tie'","http://cache.lego.com/media/bricks/5/2/6052205.jpg",5
"75095-1",6102505,1,"Medium Stone Grey","System (Printed Part)",19854,"Round Plate Ø64X9.6.'Deco. No. 1'","http://cache.lego.com/media/bricks/5/2/6102505.jpg",1
"75095-1",4211483,2,"Medium Stone Grey","Technic",4274,"Connector Peg W. Knob","http://cache.lego.com/media/bricks/5/2/4211483.jpg",624
"75095-1",4211536,2,"Medium Stone Grey","Technic",6553,"Catch","http://cache.lego.com/media/bricks/5/2/4211536.jpg",100
"75095-1",4211629,2,"Medium Stone Grey","Technic",32291,"Technic Cross Block 2X1","http://cache.lego.com/media/bricks/5/2/4211629.jpg",38
"75095-1",4211807,2,"Medium Stone Grey","Technic",3673,"Connector Peg","http://cache.lego.com/media/bricks/5/2/4211807.jpg",713
"75095-1",4211214,24,"Reddish Brown","System",3832,"Plate 2X10","http://cache.lego.com/media/bricks/5/2/4211214.jpg",87
"75095-1",4619636,4,"Silver Metallic","System",2412,"Radiator Grille 1X2","http://cache.lego.com/media/bricks/5/2/4619636.jpg",139
"75095-1",4143346,1,"Transparent","System",6116,"Brick 2X2 Round Ii","http://cache.lego.com/media/bricks/5/2/4143346.jpg",48
"75095-1",6102510,1,"Transparent","System (Printed Part)",19875,"Dish Ø64X9.6 Tr.'Deco. No. 2'","http://cache.lego.com/media/bricks/5/2/6102510.jpg",1
"75095-1",4529685,8,"Transparent Brown","System",30070,"Flat Tile 1X2 - Tr","http://cache.lego.com/media/bricks/5/2/4529685.jpg",57
"75095-1",3005748,6,"Transparent Green","System",30057,"Round Plate 1X1 - Tr.","http://cache.lego.com/media/bricks/5/2/3005748.jpg",365
"75095-1",3005741,14,"Transparent Red","System",30057,"Round Plate 1X1 - Tr.","http://cache.lego.com/media/bricks/5/2/3005741.jpg",987
"75095-1",4497943,2,"Transparent Red","System",58176,"Couple W. 3.2 Stick","http://cache.lego.com/media/bricks/5/2/4497943.jpg",95
"75095-1",4646864,2,"Transparent Red","System",98138,"Flat Tile 1X1, Round","http://cache.lego.com/media/bricks/5/2/4646864.jpg",203
"75095-1",6024294,1,"Transparent Red","System",11833,"Plate Round 4X4 With Ø16Mm Hole","http://cache.lego.com/media/bricks/5/2/6024294.jpg",8




